row_number,date,facebook_ad_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,facebook_cost_per_ad,facebook_ctr,facebook_conversion_rate,facebook_cost_per_click,adword_ad_campaign,adword_ad_views,adword_ad_clicks,adword_ad_conversions,adword_cost_per_ad,adword_ctr,adword_conversion_rate,adword_cost_per_click
816,2023-10-23,FACEBOOK AD,2725,24,18,185,0.880733945,75,7.7083333333,ADWORD AD,4951,42,9,199,0.848313472,21.4285714286,4.7380952381
817,2024-07-16,FACEBOOK AD,1162,39,14,248,3.3562822719,35.8974358974,6.358974359,ADWORD AD,4864,51,3,124,1.0485197368,5.8823529412,2.431372549
818,2023-10-21,FACEBOOK AD,1832,30,16,160,1.6375545852,53.3333333333,5.3333333333,ADWORD AD,5262,68,6,153,1.2922843025,8.8235294118,2.25
819,2024-10-12,FACEBOOK AD,3103,32,19,205,1.0312600709,59.375,6.40625,ADWORD AD,4185,35,5,186,0.8363201912,14.2857142857,5.3142857143
820,2023-05-18,FACEBOOK AD,2774,52,12,92,1.8745493872,23.0769230769,1.7692307692,ADWORD AD,5056,84,8,131,1.6613924051,9.5238095238,1.5595238095
821,2022-05-09,FACEBOOK AD,1494,65,13,208,4.3507362784,20,3.2,ADWORD AD,5578,86,4,122,1.5417712442,4.6511627907,1.4186046512
822,2023-04-25,FACEBOOK AD,3263,71,16,121,2.1759117377,22.5352112676,1.7042253521,ADWORD AD,5564,85,4,120,1.5276779295,4.7058823529,1.4117647059
823,2023-12-13,FACEBOOK AD,2941,57,15,96,1.938116287,26.3157894737,1.6842105263,ADWORD AD,4120,88,8,95,2.1359223301,9.0909090909,1.0795454545
824,2023-03-09,FACEBOOK AD,1527,40,14,110,2.6195153897,35,2.75,ADWORD AD,4902,42,6,88,0.8567931457,14.2857142857,2.0952380952
825,2022-07-05,FACEBOOK AD,1299,47,13,191,3.6181678214,27.6595744681,4.0638297872,ADWORD AD,4819,80,9,152,1.6600954555,11.25,1.9
826,2024-01-01,FACEBOOK AD,2814,28,8,169,0.9950248756,28.5714285714,6.0357142857,ADWORD AD,4838,79,5,137,1.6329061596,6.3291139241,1.7341772152
827,2023-08-17,FACEBOOK AD,3090,73,18,235,2.3624595469,24.6575342466,3.2191780822,ADWORD AD,4620,31,6,191,0.670995671,19.3548387097,6.1612903226
828,2023-09-08,FACEBOOK AD,2839,48,7,100,1.6907361747,14.5833333333,2.0833333333,ADWORD AD,4385,68,8,164,1.5507411631,11.7647058824,2.4117647059
829,2023-01-08,FACEBOOK AD,2616,24,8,113,0.9174311927,33.3333333333,4.7083333333,ADWORD AD,4812,89,6,114,1.8495428096,6.7415730337,1.2808988764
830,2023-09-07,FACEBOOK AD,3090,35,19,249,1.1326860841,54.2857142857,7.1142857143,ADWORD AD,5042,70,8,149,1.3883379611,11.4285714286,2.1285714286
831,2024-03-31,FACEBOOK AD,2679,38,16,72,1.4184397163,42.1052631579,1.8947368421,ADWORD AD,5638,48,5,190,0.8513657325,10.4166666667,3.9583333333
832,2022-08-21,FACEBOOK AD,2860,50,7,177,1.7482517483,14,3.54,ADWORD AD,5337,45,7,79,0.8431703204,15.5555555556,1.7555555556
833,2023-06-15,FACEBOOK AD,2504,38,8,126,1.517571885,21.0526315789,3.3157894737,ADWORD AD,4316,35,7,103,0.8109360519,20,2.9428571429
834,2023-07-03,FACEBOOK AD,2249,17,8,187,0.7558915073,47.0588235294,11,ADWORD AD,5603,62,4,168,1.1065500625,6.4516129032,2.7096774194
835,2023-02-07,FACEBOOK AD,1401,21,17,151,1.4989293362,80.9523809524,7.1904761905,ADWORD AD,5385,34,8,62,0.6313834726,23.5294117647,1.8235294118
836,2023-02-14,FACEBOOK AD,3110,43,12,188,1.3826366559,27.9069767442,4.3720930233,ADWORD AD,5245,70,9,92,1.3346043851,12.8571428571,1.3142857143
837,2024-01-23,FACEBOOK AD,1594,50,18,118,3.1367628607,36,2.36,ADWORD AD,5333,43,4,176,0.8063003938,9.3023255814,4.0930232558
838,2023-01-24,FACEBOOK AD,3133,30,10,190,0.9575486754,33.3333333333,6.3333333333,ADWORD AD,4347,74,6,107,1.7023234415,8.1081081081,1.4459459459
839,2024-07-09,FACEBOOK AD,1909,44,17,226,2.3048716606,38.6363636364,5.1363636364,ADWORD AD,5435,44,3,65,0.8095676173,6.8181818182,1.4772727273
840,2023-10-15,FACEBOOK AD,2533,62,9,205,2.4476904856,14.5161290323,3.3064516129,ADWORD AD,5001,52,5,173,1.0397920416,9.6153846154,3.3269230769
841,2024-07-26,FACEBOOK AD,1128,28,14,182,2.4822695035,50,6.5,ADWORD AD,3844,32,8,92,0.8324661811,25,2.875
842,2024-05-02,FACEBOOK AD,2863,48,13,161,1.6765630458,27.0833333333,3.3541666667,ADWORD AD,5117,40,6,96,0.7817080321,15,2.4
843,2024-07-18,FACEBOOK AD,1229,30,17,229,2.4410089504,56.6666666667,7.6333333333,ADWORD AD,4552,31,9,192,0.6810193322,29.0322580645,6.1935483871
844,2023-10-07,FACEBOOK AD,1550,70,13,214,4.5161290323,18.5714285714,3.0571428571,ADWORD AD,4792,60,5,184,1.2520868114,8.3333333333,3.0666666667
845,2022-10-12,FACEBOOK AD,3320,71,9,132,2.1385542169,12.676056338,1.8591549296,ADWORD AD,5552,52,8,178,0.9365994236,15.3846153846,3.4230769231
846,2023-08-30,FACEBOOK AD,2079,44,14,218,2.1164021164,31.8181818182,4.9545454545,ADWORD AD,4213,66,4,140,1.5665796345,6.0606060606,2.1212121212
847,2024-10-26,FACEBOOK AD,2201,71,9,110,3.2258064516,12.676056338,1.5492957746,ADWORD AD,4895,86,5,148,1.7568947906,5.8139534884,1.7209302326
848,2024-05-19,FACEBOOK AD,2787,26,15,210,0.9329027628,57.6923076923,8.0769230769,ADWORD AD,5445,68,6,141,1.2488521579,8.8235294118,2.0735294118
849,2023-07-27,FACEBOOK AD,1573,42,9,225,2.6700572155,21.4285714286,5.3571428571,ADWORD AD,4493,45,6,172,1.0015579791,13.3333333333,3.8222222222
850,2023-12-08,FACEBOOK AD,2388,50,7,89,2.0938023451,14,1.78,ADWORD AD,5202,86,8,172,1.6532103037,9.3023255814,2
851,2022-10-06,FACEBOOK AD,2707,55,6,149,2.0317694865,10.9090909091,2.7090909091,ADWORD AD,3820,53,3,87,1.387434555,5.6603773585,1.641509434
852,2023-03-07,FACEBOOK AD,2891,51,8,89,1.7640954687,15.6862745098,1.7450980392,ADWORD AD,5103,57,8,142,1.1169900059,14.0350877193,2.4912280702
853,2022-08-23,FACEBOOK AD,1656,23,5,130,1.3888888889,21.7391304348,5.652173913,ADWORD AD,5589,31,4,86,0.5546609411,12.9032258065,2.7741935484
854,2024-07-20,FACEBOOK AD,2456,21,12,189,0.8550488599,57.1428571429,9,ADWORD AD,4652,76,4,59,1.6337059329,5.2631578947,0.7763157895
855,2023-10-04,FACEBOOK AD,3080,62,17,72,2.012987013,27.4193548387,1.1612903226,ADWORD AD,4605,55,7,108,1.1943539631,12.7272727273,1.9636363636
856,2023-06-07,FACEBOOK AD,2320,70,16,102,3.0172413793,22.8571428571,1.4571428571,ADWORD AD,4901,55,3,182,1.1222199551,5.4545454545,3.3090909091
857,2024-11-07,FACEBOOK AD,3152,22,5,130,0.6979695431,22.7272727273,5.9090909091,ADWORD AD,5538,32,3,53,0.5778259299,9.375,1.65625
858,2023-05-07,FACEBOOK AD,1892,60,10,197,3.1712473573,16.6666666667,3.2833333333,ADWORD AD,5692,38,6,194,0.6676036543,15.7894736842,5.1052631579
859,2023-04-24,FACEBOOK AD,1594,71,13,104,4.4542032622,18.3098591549,1.4647887324,ADWORD AD,4753,44,5,148,0.9257311172,11.3636363636,3.3636363636
860,2021-12-27,FACEBOOK AD,3269,25,12,66,0.7647598654,48,2.64,ADWORD AD,5001,36,6,79,0.7198560288,16.6666666667,2.1944444444
861,2024-02-18,FACEBOOK AD,1117,23,11,167,2.0590868397,47.8260869565,7.2608695652,ADWORD AD,3871,80,4,76,2.0666494446,5,0.95
862,2024-02-15,FACEBOOK AD,2285,36,12,102,1.5754923414,33.3333333333,2.8333333333,ADWORD AD,5616,86,4,150,1.5313390313,4.6511627907,1.7441860465
863,2024-08-28,FACEBOOK AD,2457,58,8,179,2.3606023606,13.7931034483,3.0862068966,ADWORD AD,4250,48,3,89,1.1294117647,6.25,1.8541666667
864,2024-08-25,FACEBOOK AD,1189,56,13,244,4.7098402019,23.2142857143,4.3571428571,ADWORD AD,4231,40,4,138,0.945402978,10,3.45
865,2024-02-13,FACEBOOK AD,1559,34,7,134,2.1808851828,20.5882352941,3.9411764706,ADWORD AD,5155,53,3,97,1.028128031,5.6603773585,1.8301886792
866,2024-03-11,FACEBOOK AD,2650,18,15,171,0.679245283,83.3333333333,9.5,ADWORD AD,5085,41,3,84,0.8062930187,7.3170731707,2.0487804878
867,2023-03-27,FACEBOOK AD,1153,30,5,170,2.6019080659,16.6666666667,5.6666666667,ADWORD AD,4996,86,3,118,1.7213771017,3.488372093,1.3720930233
868,2023-04-21,FACEBOOK AD,1200,67,19,107,5.5833333333,28.3582089552,1.5970149254,ADWORD AD,5686,83,4,132,1.4597256419,4.8192771084,1.5903614458
869,2024-11-26,FACEBOOK AD,2283,40,10,183,1.7520805957,25,4.575,ADWORD AD,5465,65,7,171,1.1893870082,10.7692307692,2.6307692308
870,2023-08-20,FACEBOOK AD,2078,49,13,123,2.3580365736,26.5306122449,2.5102040816,ADWORD AD,5251,85,4,189,1.6187392878,4.7058823529,2.2235294118
871,2023-02-23,FACEBOOK AD,2798,28,16,177,1.0007147963,57.1428571429,6.3214285714,ADWORD AD,5421,40,9,58,0.7378712415,22.5,1.45
872,2022-04-04,FACEBOOK AD,2137,61,17,119,2.8544688816,27.868852459,1.9508196721,ADWORD AD,4657,67,3,154,1.4386944385,4.4776119403,2.2985074627
873,2022-12-17,FACEBOOK AD,2845,62,9,182,2.1792618629,14.5161290323,2.935483871,ADWORD AD,3798,62,7,124,1.6324381253,11.2903225806,2
874,2022-06-03,FACEBOOK AD,2390,73,11,72,3.0543933054,15.0684931507,0.9863013699,ADWORD AD,3740,60,8,83,1.6042780749,13.3333333333,1.3833333333
875,2022-07-22,FACEBOOK AD,1928,16,16,184,0.8298755187,100,11.5,ADWORD AD,4957,76,7,184,1.5331853944,9.2105263158,2.4210526316
876,2024-07-26,FACEBOOK AD,2900,52,15,115,1.7931034483,28.8461538462,2.2115384615,ADWORD AD,4702,36,4,69,0.7656316461,11.1111111111,1.9166666667
877,2023-02-07,FACEBOOK AD,1700,66,19,168,3.8823529412,28.7878787879,2.5454545455,ADWORD AD,5626,70,6,188,1.2442232492,8.5714285714,2.6857142857
878,2023-09-13,FACEBOOK AD,1287,20,12,78,1.554001554,60,3.9,ADWORD AD,5408,57,8,194,1.0539940828,14.0350877193,3.4035087719
879,2023-01-08,FACEBOOK AD,2582,43,14,92,1.6653756778,32.5581395349,2.1395348837,ADWORD AD,4705,84,3,94,1.7853347503,3.5714285714,1.119047619
880,2022-04-03,FACEBOOK AD,1982,44,8,118,2.2199798184,18.1818181818,2.6818181818,ADWORD AD,5211,49,9,139,0.9403185569,18.3673469388,2.8367346939
881,2023-10-27,FACEBOOK AD,1109,46,12,123,4.1478809739,26.0869565217,2.6739130435,ADWORD AD,4818,63,5,67,1.3075965131,7.9365079365,1.0634920635
882,2022-05-19,FACEBOOK AD,3056,31,8,84,1.0143979058,25.8064516129,2.7096774194,ADWORD AD,3875,87,5,57,2.2451612903,5.7471264368,0.6551724138
883,2023-05-04,FACEBOOK AD,3063,41,9,215,1.3385569703,21.9512195122,5.243902439,ADWORD AD,5264,83,9,81,1.5767477204,10.843373494,0.9759036145
884,2022-03-18,FACEBOOK AD,1964,15,10,133,0.7637474542,66.6666666667,8.8666666667,ADWORD AD,4034,56,9,167,1.3882002975,16.0714285714,2.9821428571
885,2023-02-16,FACEBOOK AD,1622,66,11,171,4.0690505549,16.6666666667,2.5909090909,ADWORD AD,4487,41,5,192,0.9137508357,12.1951219512,4.6829268293
886,2023-03-08,FACEBOOK AD,3096,22,8,239,0.7105943152,36.3636363636,10.8636363636,ADWORD AD,4799,85,6,145,1.7712023338,7.0588235294,1.7058823529
887,2023-08-25,FACEBOOK AD,3287,27,14,225,0.8214177061,51.8518518519,8.3333333333,ADWORD AD,5631,71,6,190,1.2608772865,8.4507042254,2.676056338
888,2023-05-16,FACEBOOK AD,1713,21,9,135,1.2259194396,42.8571428571,6.4285714286,ADWORD AD,3901,41,7,179,1.0510125609,17.0731707317,4.3658536585
889,2024-10-29,FACEBOOK AD,1615,29,6,191,1.7956656347,20.6896551724,6.5862068966,ADWORD AD,4242,36,3,108,0.8486562942,8.3333333333,3
890,2024-07-02,FACEBOOK AD,2047,60,15,205,2.9311187103,25,3.4166666667,ADWORD AD,5368,58,6,89,1.0804769001,10.3448275862,1.5344827586
891,2022-06-20,FACEBOOK AD,2571,55,12,137,2.1392454298,21.8181818182,2.4909090909,ADWORD AD,5115,60,6,100,1.1730205279,10,1.6666666667
892,2024-09-17,FACEBOOK AD,1763,33,10,243,1.8718094158,30.303030303,7.3636363636,ADWORD AD,4627,48,6,98,1.0373892371,12.5,2.0416666667
893,2023-11-15,FACEBOOK AD,1135,41,19,230,3.6123348018,46.3414634146,5.6097560976,ADWORD AD,5502,89,9,86,1.6175936023,10.1123595506,0.9662921348
894,2023-07-03,FACEBOOK AD,1963,28,6,218,1.4263881814,21.4285714286,7.7857142857,ADWORD AD,4502,43,7,72,0.9551310529,16.2790697674,1.6744186047
895,2022-05-31,FACEBOOK AD,1214,64,6,118,5.2718286656,9.375,1.84375,ADWORD AD,5078,42,8,113,0.8270972824,19.0476190476,2.6904761905
896,2022-01-21,FACEBOOK AD,2527,33,12,66,1.3058963197,36.3636363636,2,ADWORD AD,5413,55,4,74,1.0160724183,7.2727272727,1.3454545455
897,2024-04-29,FACEBOOK AD,3314,22,13,194,0.6638503319,59.0909090909,8.8181818182,ADWORD AD,5031,88,5,134,1.7491552375,5.6818181818,1.5227272727
898,2024-06-30,FACEBOOK AD,2217,66,9,194,2.9769959405,13.6363636364,2.9393939394,ADWORD AD,3722,44,8,112,1.182160129,18.1818181818,2.5454545455
899,2022-05-15,FACEBOOK AD,1065,67,12,239,6.2910798122,17.9104477612,3.5671641791,ADWORD AD,5591,79,9,161,1.4129851547,11.3924050633,2.0379746835
900,2023-07-09,FACEBOOK AD,2323,53,6,149,2.2815325011,11.320754717,2.8113207547,ADWORD AD,5306,33,8,108,0.6219374293,24.2424242424,3.2727272727
901,2023-08-14,FACEBOOK AD,3262,38,6,98,1.1649294911,15.7894736842,2.5789473684,ADWORD AD,4643,50,8,73,1.0768899418,16,1.46
902,2022-05-26,FACEBOOK AD,2213,72,17,125,3.2535020334,23.6111111111,1.7361111111,ADWORD AD,4494,38,9,82,0.8455718736,23.6842105263,2.1578947368
903,2022-01-22,FACEBOOK AD,2294,25,11,117,1.0897994769,44,4.68,ADWORD AD,3891,46,8,191,1.1822153688,17.3913043478,4.152173913
904,2024-03-23,FACEBOOK AD,2895,39,12,135,1.3471502591,30.7692307692,3.4615384615,ADWORD AD,4504,75,9,148,1.6651865009,12,1.9733333333
905,2023-11-30,FACEBOOK AD,1356,36,9,167,2.6548672566,25,4.6388888889,ADWORD AD,4044,63,3,186,1.5578635015,4.7619047619,2.9523809524
906,2023-08-14,FACEBOOK AD,1273,35,16,179,2.7494108405,45.7142857143,5.1142857143,ADWORD AD,4827,74,6,57,1.5330432981,8.1081081081,0.7702702703
907,2022-05-09,FACEBOOK AD,3174,67,13,208,2.1109010712,19.4029850746,3.1044776119,ADWORD AD,5468,71,8,78,1.2984637893,11.2676056338,1.0985915493
908,2023-07-28,FACEBOOK AD,2170,61,6,147,2.8110599078,9.8360655738,2.4098360656,ADWORD AD,5442,64,3,196,1.1760382212,4.6875,3.0625
909,2023-01-25,FACEBOOK AD,2838,67,14,225,2.3608174771,20.8955223881,3.3582089552,ADWORD AD,5514,55,9,87,0.9974610083,16.3636363636,1.5818181818
910,2022-03-13,FACEBOOK AD,1955,37,10,217,1.8925831202,27.027027027,5.8648648649,ADWORD AD,4404,69,9,82,1.5667574932,13.0434782609,1.1884057971
911,2022-03-22,FACEBOOK AD,3145,56,12,246,1.7806041335,21.4285714286,4.3928571429,ADWORD AD,5477,54,8,77,0.9859412087,14.8148148148,1.4259259259
912,2022-01-08,FACEBOOK AD,1720,42,5,247,2.4418604651,11.9047619048,5.880952381,ADWORD AD,5077,43,4,57,0.8469568643,9.3023255814,1.3255813953
913,2023-05-14,FACEBOOK AD,2846,50,15,174,1.7568517217,30,3.48,ADWORD AD,3936,84,4,165,2.1341463415,4.7619047619,1.9642857143
914,2022-07-21,FACEBOOK AD,1888,55,7,153,2.9131355932,12.7272727273,2.7818181818,ADWORD AD,4626,56,5,104,1.2105490705,8.9285714286,1.8571428571
915,2023-04-22,FACEBOOK AD,1611,21,13,184,1.303538175,61.9047619048,8.7619047619,ADWORD AD,4719,58,4,160,1.2290739563,6.8965517241,2.7586206897
916,2023-12-18,FACEBOOK AD,2891,21,13,161,0.7263922518,61.9047619048,7.6666666667,ADWORD AD,4792,65,6,53,1.356427379,9.2307692308,0.8153846154
917,2024-07-26,FACEBOOK AD,3032,29,5,206,0.9564643799,17.2413793103,7.1034482759,ADWORD AD,4999,70,3,97,1.400280056,4.2857142857,1.3857142857
918,2024-08-21,FACEBOOK AD,2316,21,15,63,0.9067357513,71.4285714286,3,ADWORD AD,4821,88,5,112,1.8253474383,5.6818181818,1.2727272727
919,2022-09-19,FACEBOOK AD,3020,49,5,76,1.6225165563,10.2040816327,1.5510204082,ADWORD AD,5573,36,8,149,0.645971649,22.2222222222,4.1388888889
920,2022-03-10,FACEBOOK AD,1190,66,12,89,5.5462184874,18.1818181818,1.3484848485,ADWORD AD,5398,71,6,86,1.3153019637,8.4507042254,1.2112676056
921,2022-04-21,FACEBOOK AD,1603,55,10,72,3.4310667498,18.1818181818,1.3090909091,ADWORD AD,5154,51,3,197,0.9895227008,5.8823529412,3.862745098
922,2022-10-28,FACEBOOK AD,1052,43,17,225,4.0874524715,39.5348837209,5.2325581395,ADWORD AD,3943,87,7,180,2.2064417956,8.0459770115,2.0689655172
923,2024-01-19,FACEBOOK AD,2629,56,15,103,2.1300874857,26.7857142857,1.8392857143,ADWORD AD,4782,65,6,95,1.3592639063,9.2307692308,1.4615384615
924,2023-09-27,FACEBOOK AD,1821,42,13,180,2.3064250412,30.9523809524,4.2857142857,ADWORD AD,5570,31,9,147,0.5565529623,29.0322580645,4.7419354839
925,2022-01-11,FACEBOOK AD,2911,58,12,171,1.9924424596,20.6896551724,2.9482758621,ADWORD AD,4639,48,3,128,1.0347057556,6.25,2.6666666667
926,2021-12-24,FACEBOOK AD,3211,38,9,186,1.1834319527,23.6842105263,4.8947368421,ADWORD AD,4954,73,6,54,1.4735567218,8.2191780822,0.7397260274
927,2022-06-16,FACEBOOK AD,1054,16,13,85,1.5180265655,81.25,5.3125,ADWORD AD,4736,48,6,149,1.0135135135,12.5,3.1041666667
928,2022-09-21,FACEBOOK AD,1339,17,7,141,1.2696041822,41.1764705882,8.2941176471,ADWORD AD,4493,82,4,174,1.8250612063,4.8780487805,2.1219512195
929,2024-02-12,FACEBOOK AD,1153,22,13,145,1.908065915,59.0909090909,6.5909090909,ADWORD AD,5666,64,4,170,1.1295446523,6.25,2.65625
930,2022-07-09,FACEBOOK AD,1351,34,19,158,2.5166543301,55.8823529412,4.6470588235,ADWORD AD,3955,49,3,166,1.2389380531,6.1224489796,3.387755102
931,2024-02-14,FACEBOOK AD,2594,62,8,114,2.3901310717,12.9032258065,1.8387096774,ADWORD AD,4067,89,7,155,2.1883452176,7.8651685393,1.7415730337
932,2023-08-14,FACEBOOK AD,2758,42,10,246,1.5228426396,23.8095238095,5.8571428571,ADWORD AD,3743,34,3,62,0.9083622762,8.8235294118,1.8235294118
933,2023-03-29,FACEBOOK AD,1064,67,7,218,6.2969924812,10.447761194,3.2537313433,ADWORD AD,5303,80,8,185,1.508580049,10,2.3125
934,2023-01-26,FACEBOOK AD,2344,54,13,110,2.3037542662,24.0740740741,2.037037037,ADWORD AD,4266,81,3,100,1.8987341772,3.7037037037,1.2345679012
935,2022-05-30,FACEBOOK AD,2433,66,9,169,2.7127003699,13.6363636364,2.5606060606,ADWORD AD,4346,78,4,120,1.7947537966,5.1282051282,1.5384615385
936,2023-04-04,FACEBOOK AD,1790,15,10,226,0.8379888268,66.6666666667,15.0666666667,ADWORD AD,3752,77,3,57,2.052238806,3.8961038961,0.7402597403
937,2023-09-12,FACEBOOK AD,1264,22,12,183,1.7405063291,54.5454545455,8.3181818182,ADWORD AD,5672,36,7,59,0.634696756,19.4444444444,1.6388888889
938,2023-06-08,FACEBOOK AD,2408,41,15,134,1.7026578073,36.5853658537,3.2682926829,ADWORD AD,3927,49,3,58,1.247771836,6.1224489796,1.1836734694
939,2024-01-07,FACEBOOK AD,1359,56,15,77,4.1206769684,26.7857142857,1.375,ADWORD AD,4000,72,7,78,1.8,9.7222222222,1.0833333333
940,2024-06-24,FACEBOOK AD,3244,24,10,210,0.7398273736,41.6666666667,8.75,ADWORD AD,4168,87,5,92,2.0873320537,5.7471264368,1.0574712644
941,2023-02-08,FACEBOOK AD,2812,23,15,249,0.8179231863,65.2173913043,10.8260869565,ADWORD AD,5463,46,4,178,0.8420281896,8.6956521739,3.8695652174
942,2024-08-31,FACEBOOK AD,2209,53,12,113,2.3992756904,22.641509434,2.1320754717,ADWORD AD,4803,72,4,98,1.4990630856,5.5555555556,1.3611111111
943,2023-07-25,FACEBOOK AD,2115,63,13,231,2.9787234043,20.6349206349,3.6666666667,ADWORD AD,4570,65,3,152,1.4223194748,4.6153846154,2.3384615385
944,2022-02-24,FACEBOOK AD,2512,22,14,99,0.8757961783,63.6363636364,4.5,ADWORD AD,5222,83,7,116,1.5894293374,8.4337349398,1.3975903614
945,2024-02-19,FACEBOOK AD,2050,70,5,248,3.4146341463,7.1428571429,3.5428571429,ADWORD AD,4953,82,7,70,1.6555622855,8.5365853659,0.8536585366
946,2024-04-06,FACEBOOK AD,1146,41,10,186,3.5776614311,24.3902439024,4.5365853659,ADWORD AD,3728,43,6,106,1.1534334764,13.9534883721,2.4651162791
947,2024-05-26,FACEBOOK AD,2037,33,17,97,1.6200294551,51.5151515152,2.9393939394,ADWORD AD,4524,54,7,100,1.1936339523,12.962962963,1.8518518519
948,2024-05-04,FACEBOOK AD,3067,22,7,94,0.7173133355,31.8181818182,4.2727272727,ADWORD AD,4584,89,7,105,1.9415357766,7.8651685393,1.1797752809
949,2024-04-03,FACEBOOK AD,1387,44,17,188,3.1723143475,38.6363636364,4.2727272727,ADWORD AD,4156,55,8,109,1.323387873,14.5454545455,1.9818181818
950,2024-08-30,FACEBOOK AD,1758,25,19,86,1.4220705347,76,3.44,ADWORD AD,5184,66,8,65,1.2731481481,12.1212121212,0.9848484848
951,2024-09-25,FACEBOOK AD,2312,55,11,114,2.3788927336,20,2.0727272727,ADWORD AD,4362,60,9,73,1.3755158184,15,1.2166666667
952,2024-01-07,FACEBOOK AD,1593,46,10,127,2.8876333961,21.7391304348,2.7608695652,ADWORD AD,4962,67,7,69,1.3502619911,10.447761194,1.0298507463
953,2023-02-03,FACEBOOK AD,1739,59,8,134,3.3927544566,13.5593220339,2.2711864407,ADWORD AD,4860,78,6,85,1.6049382716,7.6923076923,1.0897435897
954,2024-06-01,FACEBOOK AD,2011,53,12,152,2.635504724,22.641509434,2.8679245283,ADWORD AD,4905,60,5,123,1.2232415902,8.3333333333,2.05
955,2023-05-09,FACEBOOK AD,3280,33,9,131,1.006097561,27.2727272727,3.9696969697,ADWORD AD,4089,40,9,168,0.9782342871,22.5,4.2
956,2022-06-18,FACEBOOK AD,3197,58,11,236,1.8142008133,18.9655172414,4.0689655172,ADWORD AD,5412,77,4,66,1.4227642276,5.1948051948,0.8571428571
957,2024-11-04,FACEBOOK AD,3149,59,11,180,1.8736106701,18.6440677966,3.0508474576,ADWORD AD,4001,34,9,81,0.8497875531,26.4705882353,2.3823529412
958,2023-04-22,FACEBOOK AD,1517,23,18,241,1.5161502966,78.2608695652,10.4782608696,ADWORD AD,4433,42,7,123,0.9474396571,16.6666666667,2.9285714286
959,2024-09-11,FACEBOOK AD,1169,65,5,165,5.5603079555,7.6923076923,2.5384615385,ADWORD AD,4444,52,4,189,1.1701170117,7.6923076923,3.6346153846
960,2023-05-06,FACEBOOK AD,3081,61,8,68,1.9798766634,13.1147540984,1.1147540984,ADWORD AD,4256,69,8,97,1.6212406015,11.5942028986,1.4057971014
961,2023-10-14,FACEBOOK AD,3182,35,10,75,1.0999371464,28.5714285714,2.1428571429,ADWORD AD,4266,52,4,68,1.2189404594,7.6923076923,1.3076923077
962,2022-06-28,FACEBOOK AD,3211,32,12,116,0.9965742759,37.5,3.625,ADWORD AD,5450,77,5,146,1.4128440367,6.4935064935,1.8961038961
963,2022-04-29,FACEBOOK AD,2766,38,19,141,1.3738250181,50,3.7105263158,ADWORD AD,5636,35,9,182,0.621007807,25.7142857143,5.2
964,2023-12-13,FACEBOOK AD,2581,65,7,157,2.5184037195,10.7692307692,2.4153846154,ADWORD AD,5252,87,9,78,1.656511805,10.3448275862,0.8965517241
965,2023-05-18,FACEBOOK AD,2638,52,12,225,1.9711902957,23.0769230769,4.3269230769,ADWORD AD,5750,31,9,53,0.5391304348,29.0322580645,1.7096774194
966,2024-12-18,FACEBOOK AD,1108,58,13,198,5.2346570397,22.4137931034,3.4137931034,ADWORD AD,4749,55,5,116,1.1581385555,9.0909090909,2.1090909091
967,2024-03-01,FACEBOOK AD,2147,32,8,180,1.4904517932,25,5.625,ADWORD AD,5480,51,3,129,0.9306569343,5.8823529412,2.5294117647
968,2024-07-22,FACEBOOK AD,2203,57,15,169,2.5873808443,26.3157894737,2.9649122807,ADWORD AD,5114,39,6,108,0.7626124364,15.3846153846,2.7692307692
969,2022-03-21,FACEBOOK AD,2293,22,11,194,0.9594417793,50,8.8181818182,ADWORD AD,4512,65,6,114,1.4406028369,9.2307692308,1.7538461538
970,2024-03-05,FACEBOOK AD,1399,26,11,118,1.858470336,42.3076923077,4.5384615385,ADWORD AD,5093,39,7,52,0.7657569213,17.9487179487,1.3333333333
971,2023-10-25,FACEBOOK AD,1485,53,17,131,3.569023569,32.0754716981,2.4716981132,ADWORD AD,4984,36,9,66,0.7223113965,25,1.8333333333
972,2022-03-11,FACEBOOK AD,2573,47,12,184,1.8266614846,25.5319148936,3.914893617,ADWORD AD,4931,69,3,196,1.3993104847,4.347826087,2.8405797101
973,2022-04-22,FACEBOOK AD,2559,23,19,207,0.8987885893,82.6086956522,9,ADWORD AD,4745,68,7,92,1.4330874605,10.2941176471,1.3529411765
974,2022-12-18,FACEBOOK AD,2091,23,11,156,1.099952176,47.8260869565,6.7826086957,ADWORD AD,3898,72,9,166,1.8471010775,12.5,2.3055555556
975,2023-03-24,FACEBOOK AD,1979,41,15,96,2.0717534108,36.5853658537,2.3414634146,ADWORD AD,5466,66,7,82,1.2074643249,10.6060606061,1.2424242424
976,2023-04-25,FACEBOOK AD,2064,18,15,152,0.8720930233,83.3333333333,8.4444444444,ADWORD AD,4061,40,3,189,0.9849790692,7.5,4.725
977,2024-09-30,FACEBOOK AD,2146,20,18,145,0.9319664492,90,7.25,ADWORD AD,5520,84,5,129,1.5217391304,5.9523809524,1.5357142857
978,2022-08-16,FACEBOOK AD,3160,53,6,172,1.6772151899,11.320754717,3.2452830189,ADWORD AD,5563,48,3,152,0.8628437893,6.25,3.1666666667
